Column,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79
195.0,SE,SP,3501608.0,AMERICANA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência da Mulher (CRMA) - Americana  ,Secretaria de Ação Social e Desenvolvimento Humano,(19)3405-4577    ,NÃO INFORMADO,"Rua Gabriel Idálio Camargo, nº 161",Vila Pavan,13465-130,Vera Lúcia Delfaque Firmino,"(19)3012-0049 
(19)99809-4068","Atendimento: de segunda a sexta-feira, das 8h às 17h.",CONFERIDO,JUNHO,CAMILLA PAOLONE,ALTERADO - DADOS,JUNHO,2014-06-02T00:00:00Z,2005-03-10T00:00:00Z,2005.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,SIM,"Após contato com Vera Lúcia Delfaque Firmino - Coordenadora, obtive a informação que o Centro está em momento de transição e no momento não há equipe técnica. Informou que no começo o CRM funcionava em espaço próprio e com equipe técnica própria, depois houve no município um entendimento que o Centro deveria funcionar dentro do creas e entre os anos 2009/2013 o CRM funcionou dividindo o mesmo espaço com o CREAS. Depois entendeu-se que o serviço deveria desvincular-se do creas e voltar a  funcionar em espaço próprio. Desde então uma casa foi alugada para  que lá funcione o Centro, mas até então não há equipe técnica para realizar os atendimentos. A única pessoa que fica no CRM é s Sra. Vera Lúcia, que presta orientação as mulheres em situação de violência que procuram o serviço e as encaminha para o CREAS.",SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,NÃO,0.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Vera Lúcia Delfaque Firmino - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
196.0,SE,SP,3501905.0,AMPARO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Atenção à Mulher (CRAM) - Amparo,Secretaria Municipal de Assistência Social e Cidadania,"(19)3817-2929 
(19)3807-3034 
Fax: (19)3807-5291",cram@amparo.sp.gov.br,"Rua Prefeito Gustavo de Vasconcelos, nº 137",Pinheirinho,13901-170,Walter Velante de Godoy Junior.,NÃO INFORMADO,"de segunda a sexta-feira, das 8h às 17h.",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,CONFERIDO,JUNHO,2014-05-29T00:00:00Z,2006-05-05T00:00:00Z,2006.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,SIM,1.0,SIM,A assistência jurídica e dada pela OAB.,SIM,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,1.0,NÃO,0.0,SIM,2.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SIM,SIM,SIM,Desde a instalação o CRM funciona junto com CREAS.,NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Flavia Tofanello de Almeida - Assistente social,Camilla Paolone,2014-06-16T00:00:00Z,
197.0,SE,SP,3502804.0,ARAÇATUBA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência da Mulher (CRM) Josymary Aparecida Carranza - Araçatuba,Secretaria Municipal de Assistência Social,(18)3608-4452 - (18)3623-4909 ,crm@aracatuba.sp.gov.br,"Rua Chiquita Fernandes, nº 615",Vila Bandeirantes,16015-485,Lianara Carmona Vallego,(18)99772-2922,"Atendimento: de segunda a sexta-feira, das 8h às 17h",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,CONFERIDO,MAIO,2014-05-22T00:00:00Z,2010-05-24T00:00:00Z,2010.0,SIM,2.0,SIM,2.0,SIM,1.0,NÃO,0.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,9.0,SIM,1.0,SIM,8.0,SIM,2.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Lianara Carmona Vallego - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
198.0,SE,SP,3503208.0,ARARAQUARA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência da Mulher Professora Doutora Heleieth Iara Bongiovani Saffioti - Araraquara,Secretaria Municipal da Articulação Institucional e da Participação Popular.,"(16)3333-6582
(16)3334-2033
(16)99703-8629 
Fax: (16)3333-6582  ",mulheres@araraquara.sp.gov.br  cppmulheres@araraquara.sp.gov.br ,"Avenida Benito Barbieri, nº 1215     ",Jardim Eldorado,14801-320,Geani Marques do Nascimento Trevisole,(16)99762-0697 ,"de segunda a sexta-feira, das 8h às 18h.",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,ALTERADO - DADOS,MAIO,2014-05-23T00:00:00Z,2001-06-08T00:00:00Z,2001.0,SIM,2.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,5.0,SIM,1.0,SIM,6.0,SIM,2.0,SIM,2.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Márcia Fabiana da Silva Ferreira - Gestora de Projetos,Camilla Paolone,2014-06-16T00:00:00Z,
199.0,SE,SP,3504107.0,ATIBAIA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher (CRAM) - Atibaia,Vinculado a Prefeitura Municipal,(11)4402-2716  ,crm@atibaia.sp.gov.br commati@atibaia.sp.gov.br ,"Rua Albertina Miele Pires, nº 161",Jardim Brasil,12949-150,Andréia da Costa Tavares,(11)99624-3169 ,"Atendimento: de segunda a sexta-feira, das 8h às 12h e das 13h às 17h",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,ALTERADO - DADOS,MAIO,2014-05-22T00:00:00Z,2012-07-30T00:00:00Z,2012.0,SIM,2.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,4.0,NÃO,0.0,SIM,4.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Andréia da Costa Tavares - Coordenadora ,Camilla Paolone,2014-06-16T00:00:00Z,
200.0,SE,SP,3506102.0,BEBEDOURO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher Ilda Ramos da Silva (CRAM) - Bebedouro,Departamento Municipal de Promoção Social.,"(17)3343-6157       
(17)3342-1202",cram.mulher@live.com; proacaosocial@bebedouro.sp.gov.br,"Avenida Amélia Bernadino Cutrale, nº 2600",Novo Lar,14701-500,Silvia Aparecida Diogo Garibaldi,NÃO INFORMADO,"Atendimento: de segunda a sexta-feira, das 8h às 17h",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,ALTERADO - DADOS,MAIO,2014-05-23T00:00:00Z,2010-03-06T00:00:00Z,2010.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,2.0,SIM,1.0,SIM,2.0,SIM,1.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Silvia Aparecida Diogo Garibaldi - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
201.0,SE,SP,3509502.0,CAMPINAS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Apoio à Mulher (CEAMO) - Campinas,"Secretaria Municipal de Cidadania, Assistência e Inclusão Social.","(19)3236-3619       
0800-777-1050",ceamo@campinas.sp.gov.br ,"Rua Francisco Alves, nº 112  - Referência: Próximo a Avenida Andrade Neves",Botafogo,13020-380,Elza Frattini Montali,(19)98258-0752,"de segunda à sexta-feira, das 8h às 17h.",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,ALTERADO - DADOS,JUNHO,2014-05-28T00:00:00Z,2002-09-25T00:00:00Z,2002.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,1.0,NÃO ,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO,NÃO,NÃO,SIM,NÃO ,SEM ESPECIFICAÇÃO ,SIM,10.0,SIM,1.0,SIM,8.0,SIM,2.0,SIM,1.0,NÃO ,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,SIM,Funciona no mesmo prédio da Coordenadoria da Mulher.,SIM,NÃO INFORMADO,SIM,NÃO ,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Elza Frattini Montali - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
202.0,SE,SP,3513801.0,DIADEMA,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher em Situação de Violência Doméstica - Casa Beth Lobo - Diadema  ,Secretaria Municipal de Assistência Social e Cidadania.  ,"(11)4056-8331    
(11)4043-0737    
(11)4056-8341  ",casabethlobo@diadema.sp.gov.br,"Rua Amélia Eugênia, nº 292",Centro,09911-260,Adriana Cardoso Azevedo Perminio,(11) 99993-1576,"de segunda a sexta-feira, das 8h às 17h.",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,CONFERIDO,JUNHO,2014-05-27T00:00:00Z,1991-05-11T00:00:00Z,1991.0,SIM,1.0,SIM,2.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO ,SEM ESPECIFICAÇÃO ,SIM,SIM,SIM,NÃO,NÃO,NÃO,NÃO ,SEM ESPECIFICAÇÃO ,SIM,4.0,NÃO,0.0,SIM,8.0,NÃO,0.0,NÃO,0.0,NÃO ,SEM ESPECIFICAÇÃO ,NÃO,NÃO,NÃO,NÃO,SIM,NÃO ,SEM ESPECIFICAÇÃO ,SIM,NÃO INFORMADO,SIM,NÃO ,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Adriana Cardoso Azevedo Perminio - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
203.0,SE,SP,3515004.0,EMBU,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência da Mulher Inês Israel dos Santos - Embu das Artes,Secretaria de Assistência Social,"(11)4704-0238 
(11)4704-4568 
Fax: (11)4704-4745",crm.embu@embudasartes.sp.gov.br ,"Rua Dona Bernardina, nº 37",Jardim Arabutan Centro,06803-450,Lúcia Gusson Aguiar,(11)99384-3244,"segunda a sexta-feira, das 7h às 17h",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,ALTERADO - DADOS,JUNHO,2014-05-29T00:00:00Z,2001-09-15T00:00:00Z,2001.0,SIM,2.0,SIM,2.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SIM,Atendimento a menores de idade do sexo feminino a partir dos 16 anos. ,SIM,6.0,SIM,1.0,SIM,4.0,SIM,2.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,SIM,O espaço é dividido com o Centro de Referência do Idoso.,NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Lúcia Gusson Aguiar - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
204.0,SE,SP,3518800.0,GUARULHOS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,"Centro de Referência de Atendimento à Mulher em Situação de Violência Doméstica - Casa das Rosas, Margaridas e Beths - Guarulhos",Coordenadoria Municipal da Mulher,"(11)2469-1001 
Fax: (11)2441-0019",casa.rosas@bol.com.br,"Rua Francisco Antônio de Miranda, nº 66",Centro,07090-140,Elaine Castilhejo Marques,(11)98023-8501,"De segunda a sexta-feira, das 7h às 19h",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,CONFERIDO,JUNHO,2014-05-28T00:00:00Z,2002-11-25T00:00:00Z,2002.0,SIM,3.0,SIM,2.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,5.0,SIM,1.0,SIM,7.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,NÃO,SIM,SIM,"A coordenadora necessita de outro local, pois o centro não se encontra em bom estado de edificação, têm infiltrações, mofos etc, e não esta adaptado para deficientes.",NÃO,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Elaine Castilhejo Marques - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
205.0,SE,SP,3534401.0,OSASCO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência da Mulher Vítima de Violência (CRMVV) Márcia Ribeiro - Osasco ,Secretaria Municipal de Assistência e Promoção Social.,"0800-727-8606   
(11)2183-6722 
(11)2183-6740",crmvv.saps@osasco.sp.gov.br ,"Rua da Saudade, nº 180",Bela Vista,06080-000,Joana D’arc Santos Lara.,(11)99642-6832,"De segunda a sexta-feira, das 8h às 19h.",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,CONFERIDO,JUNHO,2014-05-28T00:00:00Z,2005-03-08T00:00:00Z,2005.0,NÃO,0.0,SIM,1.0,NÃO,0.0,NÃO,0.0,SIM,2.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,3.0,NÃO,0.0,SIM,4.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Kátia Xereguim - Secretária da Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
206.0,SE,SP,3542602.0,REGISTRO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher em Situação de Violência (CRAM) - Registro,Coordenadoria de Políticas para as Mulheres.,"       (13)3821-7579      
Fax:(13)3821-7579",cram@registro.sp.gov.br ,"Rua Lúcio Marques, nº 661",Centro,11900-000,Ana Rúbia Rodrigues,(13)99733-4180,"de segunda a sexta-feira, das 8h às 12h e das 13h30min às 17h30min.",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,ALTERADO - DADOS,JUNHO,2014-05-27T00:00:00Z,2010-07-02T00:00:00Z,2010.0,SIM,1.0,NÃO,0.0,SIM,1.0,NÃO,0.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,NÃO,NÃO,SIM,Em casos de menores de idade (ambos os sexos) é feito um primeiro atendimento e depois o encaminhamento para CREAS,SIM,4.0,SIM,2.0,SIM,4.0,SIM,4.0,NÃO,0.0,SIM,Possuem 1 copiadora que está quebrada.,SIM,NÃO,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Ana Rúbia Rodrigues - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
207.0,SE,SP,3547809.0,SANTO ANDRÉ,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência de Atendimento à Mulher em Situação de Violência- Vem Maria- Santo André ,Secretaria de Políticas Para as Mulheres.,"      (11)4992-2936      
       (11)4992-3410    
Fax: (11)4992-3410   ",vemmaria@santoandre.sp.gov.br,"Rua João Fernandes, nº 118",Jardim,09090-740,Márcia Helena Garcia Chieregato,(11)94163-7584,"de segunda a sexta-feira, das 8h às 19h.",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,ALTERADO - DADOS,JUNHO,2014-05-27T00:00:00Z,1998-04-22T00:00:00Z,1998.0,SIM,3.0,SIM,2.0,NÃO,0.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,9.0,SIM,1.0,SIM,6.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Elaine das Dores dos Santos - Encarregada dos serviços,Camilla Paolone,2014-06-16T00:00:00Z,
208.0,SE,SP,3548708.0,SÃO BERNARDO DO CAMPO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Apoio a Mulher Márcia Dangremon - São Bernardo do Campo,Gerência de Políticas para a Mulher e Questões de Gênero,(11)4125-9485  ,crmulher@saobernardo.sp.gov.br,"Rua Doutor Flaquer, nº 208 - 
2º Andar",Centro,09710-180,Flavia Eugênio,(11)99113-0124,"de segunda a sexta-feira, das 8h às 17h.",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,ALTERADO - DADOS,JUNHO,2014-05-27T00:00:00Z,2011-03-26T00:00:00Z,2011.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO,0.0,SIM,2.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,5.0,NÃO,0.0,SIM,4.0,SIM,1.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Flavia Eugênio - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
209.0,SE,SP,3548906.0,SÃO CARLOS,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,"Centro de Referência da Mulher (CRM) - 
São Carlos",Secretaria Municipal de Cidadania e Assistência Social.,"(16)3307-7799       
(16)3307-8754 
Fax: (16)3307-7799","vani.mariana@saocarlos.sp.gov.br
vani45mariana@gmail.com 
mulheres@saocarlos.sp.gov.br ","Rua 13 de Maio, nº 1732 ",Centro,13560-647,Evanilda Mariana da Silva,(16)99711-7078,"de segunda a sexta-feira, das 8h às 17h.",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,CONFERIDO,JUNHO,2014-05-28T00:00:00Z,2008-04-14T00:00:00Z,2008.0,SIM,1.0,SIM,1.0,NÃO,0.0,SIM,1.0,NÃO,0.0,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,"Idosas (encaminhamento para Divisão de idosos que funciona no mesmo prédio), Em casos de menores (ambos os sexos) é realizado encaminhamento para a Seção de Atendimento à Criança e Adolescentes (funciona no mesmo prédio).",SIM,2.0,SIM,2.0,SIM,4.0,SIM,2.0,SIM,1.0,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,SIM,O Centro divide espaço com o CREAS. ,SIM,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Evanilda Mariana da Silva - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
210.0,SE,SP,3549805.0,SÃO JOSÉ DO RIO PRETO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Referência e Atendimento à Mulher (CRAM) - São José do Rio Preto  ,"Secretaria Municipal de Direitos e Políticas para Mulheres, Pessoa com Deficiência, Raça e Etnias","(17)3222-2041
(17)3231-3826",mulher@riopreto.sp.gov.br Observação: enviar e-mail aos cuidados do CRAM,"Rua Doutor Eduardo Nielsen, nº 420",Jardim Congonhas,15030-070,Ribelta Aparecida Pires de Santana,(17)99146-4913 ,"segunda a sexta-feira, das 8h às 17h",ALTERADO - DADOS,JUNHO,CAMILLA PAOLONE,CONFERIDO,JUNHO,2014-05-29T00:00:00Z,2005-11-05T00:00:00Z,2005.0,SIM,1.0,SIM,3.0,SIM,1.0,NÃO,0.0,SIM,4.0,SIM,Os vigilantes são guardas municipais que se revezam.,SIM,SIM,NÃO,NÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,2.0,SIM,1.0,SIM,5.0,SIM,1.0,SIM,1.0,SIM,Está em andamento a compra de mais 05 computadores.,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO,Ribelta Aparecida Pires de Santana - Coordenadora,Camilla Paolone,2014-06-16T00:00:00Z,
211.0,SE,SP,3550308.0,SÃO PAULO,Centro Especializado de Atendimento à Mulher,Centro Especializado de Atendimento à Mulher,Centro de Defesa e Convivência da Mulher Anastácia - São Paulo,Secretaria Municipal de Assistência e Desenvolvimento Social.,(11)2282-4706    ,avib.anastacia@yahoo.com.br,"Rua Areia da Ampulheta, nº 101",Cidade Tiradentes      Complemento : Setor Castro Alves,08474-110,Fabiana Pitanga da Silva.,(11)99599-0212,"de segunda a sexta-feira, das 9h às 18h.",CONFERIDO,JUNHO,CAMILLA PAOLONE,CONFERIDO,JUNHO,2014-05-28T00:00:00Z,2012-06-01T00:00:00Z,2012.0,SIM,1.0,SIM,1.0,SIM,1.0,SIM,1.0,NÃO,0.0,NÃO ,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO,NÃO,NÃO,NÃO,NÃO ,SEM ESPECIFICAÇÃO ,SIM,2.0,NÃO,0.0,SIM,4.0,SIM,2.0,NÃO,0.0,NÃO ,SEM ESPECIFICAÇÃO ,SIM,NÃO,NÃO,SIM,SIM,NÃO ,SEM ESPECIFICAÇÃO ,SIM,NÃO INFORMADO,NÃO,NÃO ,SEM ESPECIFICAÇÃO ,SIM,SEM ESPECIFICAÇÃO ,NÃO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,SEM ESPECIFICAÇÃO ,"Fabiana Pitanga da Silva.
Coordenadora
",Camilla Paolone,2014-06-16T00:00:00Z,
