Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42
44.0,SE,MG,3103504.0,ARAGUARI,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Defesa dos Direitos da Mulher em Situação de Violência (NUDEM) - Araguari ,(34)3242-5020 (34)3690-3279,marcelo.nicoliello@defensoria.mg.gov.br ,"Praça Getúlio Vargas, nº 208",Centro,38440-254 ,Marcelo Ribeiro Nicoliello,NÃO INFORMADO,de segunda a sexta-feira das 13h às 17h.,CONFERIDO,AGOSTO,2014-07-29T00:00:00Z,NÃO INFORMADO,2008.0,"Assessoria jurídica nas áreas criminal, civil e familiar e acompanha a ofendida em audiências.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Marcelo Ribeiro Niconielo - Defensor Público,Vanessa Gomes ,2014-08-07T00:00:00Z,
45.0,SE,MG,3106705.0,BETIM,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Defesa dos Direitos da Mulher em Situação de Violência (NUDEM) - Betim ,(31)3531-2374  Fax: (31)3531-2374,sarah.vianna@defensoria.mg.gov.br ,"Rua Inspetor Jaime Caldeira, nº 8835 ",Brasiléia,32600-286,Sarah Durço Vianna,(31)9882-2674,"Terças, quartas e quintas-feiras, das 13h às 16h.",NÃO ATUALIZADO ,AGOSTO,2014-07-30T00:00:00Z,2009-05-15T00:00:00Z,2009.0,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO INFORMADO,SIM,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,"Falei com o senhor Charles servidor de carreira da Defensoria Pública, ele informou que a doutora Sarah Durço Vianna está de licença maternidade e as atividades do NUDEM estão suspensas até o seu retorno que está previsto para abril de 2015. Contato em 30/07/2014.",Vanessa Gomes ,2014-08-07T00:00:00Z,
46.0,SE,MG,3132404.0,ITAJUBÁ,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Defesa dos Direitos da Mulher em Situação de Violência (NUDEM) - Itajubá,"(35)3622-1683 
(35)3621-3319; 
Fax: (35)3622-1683",jacqueline.roque@defensoria.mg.gov.br ,"Rua Antônio Simão Mauad, nº 149, 2º Andar - Edifício Atenas",Centro,37500-180,Jacqueline Carneiro Roque Peyrer,NÃO INFORMADO,"de segunda a sexta-feira, das 12h às 18h. ",CONFERIDO,AGOSTO,2014-07-07T00:00:00Z,NÃO INFORMADO,2006.0,"Assessoria jurídica nas área criminal, civil e familiar.Acompanha a onfendida em audiências.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Jacqueline Carneiro Roque Peyrer
Defensora Pública 
",Vanessa Gomes ,2014-08-07T00:00:00Z,
47.0,SE,MG,3170701.0,VARGINHA,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Defesa dos Direitos da Mulher em Situação de Violência (NUDEM) - Varginha  ,(35)3222-8581; Fax: (35)3222-8581 ,priscilla.nascimento@defensoria.mg.gov.br ,"Rua Doutor José de Rezende Pinto, nº 205 ",Vila Pinto,37010-590 ,Priscilla Angélica do Nascimento,(35)9124-6664  ,"de segunda a sexta-feira, das 13h às 17h.",CONFERIDO,AGOSTO,2014-07-29T00:00:00Z,NÃO INFORMADO,2008.0,"Assessoria jurídica nas áreas criminal, civil e familiar e acompanha a ofendida em audiências.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Priscilla Angélica do Nascimento - Defensora Pública,Vanessa Gomes ,2014-08-07T00:00:00Z,
48.0,SE,MG,3136702.0,JUIZ DE FORA,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Defesa da Mulher Vitima de Violência (NUDEM) - Juiz de Fora,(32)3217-0443,lenora.dias@defensoria.mg.gov.br ,"Avenida Rio Branco, nº 2281, 9º Andar",Centro,36010-110 ,Lenora Bustamante de Luna Dias,NÃO INFORMADO,"terças, quartas e quintas-feiras, das 14h às 17h. ",CONFERIDO,AGOSTO,2014-07-30T00:00:00Z,NÃO INFORMADO,2012.0,"Assessoria jurídica nas áreas criminal, civil e familiar, acompanha a ofendida em audiências e encaminha as mulheres vítimas para outros serviços ( CEAM e casa abrigo).",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Resposta por email
Lenora Bustamante de Luna Dias - Defensora Pública",Vanessa Gomes ,2014-08-07T00:00:00Z,
49.0,SE,MG,3143302.0,MONTES CLAROS,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Defesa dos Direitos da Mulher em Situação de Violência (NUDEM) - Montes Claros,"(38)3216-9871 
(38)3222-1361
 Fax:(38)3216-9871 ",maiza.silva@defensoria.mg.gov.br ,"Rua Doutor João Luiz de Almeida, nº 454 ",Vila Guilhermina,39400-466 ,Reginaldo Rodrigues Santos,NÃO INFORMADO,"de segunda a sexta-feira, das 12h às 18h",CONFERIDO,AGOSTO,2014-07-28T00:00:00Z,2005-08-23T00:00:00Z,2005.0,"Orientação psicológica, assessoria jurídica nas áreas criminal, civil e familiar, acompanha a ofendida em audiências e encaminha as mulheres vítimas para outros serviços ( CEAM e casa abrigo).",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO INFORMADO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Landufo Santana Prado filho 
Administrador 
",Vanessa Gomes ,2014-08-07T00:00:00Z,
50.0,N,PA,1501402.0,BELÉM,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Atendimento Especializado à Mulher Vítima de Violência Doméstica (NAEM) - Belém  ,(91)3272-2960 ,arlethdpvd@hotmail.com  ,"Rua Gurupá, nº 395, Entre Avenida Tamandaré e Rodrigues dos Santos",Cidade Velha ,66020-320 ,Arlete Rose da Costa - Defensora ,(91)3272-2960 ,de segunda a sexta-feira das 8h às 14h.,NÃO ATUALIZADO ,AGOSTO,2014-08-04T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO, NÃO INFORMADO,NÃO,NÃO,NÃO,AGUARDANDO EMAIL.,NÃO,SIM,AGUARDANDO EMAIL.,NÃO,NÃO,SIM,AGUARDANDO EMAIL,NÃO,NÃO,NÃO,AGUARDANDO EMAIL.,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,LUCILENE PAIVA DA COSTA/ PEDAGOGA,GERSILENE,2014-08-07T00:00:00Z,
51.0,N,PA,1505536.0,PARAUAPEBAS,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Defensoria Municipal da Mulher - Parauapebas  , (94)3346–6891,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO ATUALIZADO ,AGOSTO,2014-08-04T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,NÃO,AGUARDANDO EMAIL.,NÃO,SIM,AGUARDANDO EMAIL.,NÃO,NÃO,SIM,AGUARDANDO EMAIL,NÃO,NÃO,NÃO,AGUARDANDO EMAIL.,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA," ELISÂNGELA DE ALMEIDA CARDOSO
ADVOGADA.",GERSILENE,2014-08-07T00:00:00Z,
52.0,N,PA,1501402.0,BELÉM,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP, 1ª Promotoria de Justiça da Violência Doméstica e Familiar Contra a Mulher - Belém,(91)4006-3662/ (91)4006-3663/(91)4006-3665,pjmulher@mp.pa.gov.br,"Travessa Joaquim Távora, nº 412",Cidade Velha,66023-730,Lucinery Rezende Ferreira – Promotora  ,(91)8871-2125,"de segunda a sexta-feira, das 8h às 14h",CONFERIDO,AGOSTO,2014-08-04T00:00:00Z,2007-03-08T00:00:00Z,2007.0," Faz encaminhamentos de mulheres para redes de apoio,oferece denúncias contra agressores e apura denúncias sobre descumprimento de medidas protetivas.",SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,SIM,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO, WELLINGTON SOUSA PEDROSO/ APOIO DA PROMOTORIA.,GERSILENE,2014-08-07T00:00:00Z,
53.0,N,PA,1501402.0,BELÉM,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP, 2ª Promotoria de Justiça da Violência Doméstica e Familiar Contra a Mulher - Belém,(91)4006-3662/ (91)4006-3663/(91)4006-3665,pjmulher@mp.pa.gov.br,"Travessa Joaquim Távora, nº 412",Cidade Velha,66023-730, SANDRO GARCIA DE CASTRO- PROMOTOR, (91)4006-3676,"de segunda a sexta-feira, das 8h às 14h",ALTERADO - DADOS,AGOSTO,2014-08-04T00:00:00Z,2007-03-08T00:00:00Z,2007.0,"Faz encaminhamentos de mulheres para redes de apoio,oferece denúncias contra agressores e apura denúncias sobre descumprimento de medidas protetivas.",SIM,SIM,SIM,SEM ESPECIFICAÇÃO ,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO, WELLINGTON SOUSA PEDROSO/ APOIO DA PROMOTORIA.,GERSILENE,2014-08-07T00:00:00Z,
54.0,N,PA,1501402.0,BELÉM,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP, 3ª Promotoria de Justiça da Violência Doméstica e Familiar Contra a Mulher - Belém,(91)4006-3662/ (91)4006-3663/(91)4006-3665,pjmulher@mp.pa.gov.br,"Travessa Joaquim Távora, nº 412","Cidade Velha

",66023-730, FRANKLIN LOBATO PRADO- PROMOTOR, (91)4006-3662,"de segunda a sexta-feira, das 8h às 14h",CONFERIDO,AGOSTO,2014-08-04T00:00:00Z,2007-03-08T00:00:00Z,2007.0,"Faz encaminhamentos de mulheres para redes de apoio,oferece denúncias contra agressores e apura denúncias sobre descumprimento de medidas protetivas.",SIM,SIM,SIM, SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,WELLINGTON SOUSA PEDROSO/ APOIO DA PROMOTORIA.,GERSILENE,2014-08-07T00:00:00Z,
55.0,N,PA,1501402.0,BELÉM,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,4ª Promotoria de Justiça da Violência Doméstica e Familiar Contra a Mulher - Belém,"(91)4006-3662/ (91)4006-3663/(91)4006-3665

",pjmulher@mp.pa.gov.br,"Travessa Joaquim Távora, nº 412",Cidade Velha,66023-730, MÁRIO RAUL VICENTE BRASIL- PROMOTOR, (91)4006-3559,"de segunda a sexta-feira, das 8h às 14h",ALTERADO - DADOS,AGOSTO,2014-08-04T00:00:00Z,2007-03-08T00:00:00Z,2007.0,"Faz encaminhamentos de mulheres para redes de apoio,oferece denúncias contra agressores e apura denúncias sobre descumprimento de medidas protetivas.",SIM,SIM,SIM,SEM ESPECIFICAÇÃO ,SIM,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,WELLINGTON SOUSA PEDROSO/ APOIO DA PROMOTORIA.,GERSILENE,2014-08-07T00:00:00Z,
56.0,NE,PB,2504009.0,CAMPINA GRANDE,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Promotoria de Justiça de Defesa dos Direitos da Mulher - Campina Grande  ,"      (83)3321-2166      
       (83) 3321-2425    
Fax:(83)3321-2166    ",promotoriamulhercg@mp.pb.gov.br,"Rua Promotora Terezinha Lopes de Moura, s/nº",Liberdade,58410-064,Sócrates da Costa Agra.,3321-2166,"de segunda a quinta-feira, das 8h às 18h. Sextas-feiras, das 7h às 13h.",CONFERIDO,AGOSTO,2014-07-30T00:00:00Z,2011-11-16T00:00:00Z,2011.0,"Possui equipe multidisciplinar, faz encaminhamento para a rede de apoio, e realiza atividades judiciais,acompanha a cidadã em audiências,oferece e apura denúncias.",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,SIM,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Illana Alves Fernandes Marcelino Lima.
Chefe De Cartório
",GERSILENE,2014-08-07T00:00:00Z,
57.0,NE,PB,2507507.0,JOÃO PESSOA,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP, Promotoria de Justiça de Defesa da Mulher Vítima de Violência Doméstica e Familiar - João Pessoa        ,(83)2107-6016,promotoria.mulher@mp.pb.gov.br ,"Rua 13 de Maio, nº 691 Anexo 6",Centro,58013-075,Rosane Maria Araújo e Oliveira,NÃO INFORMADO,"de segunda a quinta-feira, das 8h às 12h e das 14h às 18h. Sextas-feiras, das 7h às 13h.",CONFERIDO,AGOSTO,2014-07-30T00:00:00Z,NÃO INFORMADO,2009.0," Orientação psicológica,assessoria jurídica na área criminal,acompanha a cidadã em audiências,faz encaminhamentos para redes de apoio,oferece e apura denúncias.",SIM,SIM,NÃO, SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,SIM, SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO, LAURA NATALI DE SOUSA ONOFRE MONTENEGRO/ ASSESSORA JURÍDICA.,GERSILENE,2014-08-07T00:00:00Z,
58.0,NE,PB,2507507.0,JOÃO PESSOA,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo Especializado de Atendimento as Mulheres Vítimas de Violência - João Pessoa  , (83)3221-6301/ (83)8842-8104 ,Fátima.defensora@hotmail.com, Parque Sólon de Lucena numero 300,Centro,NÃO INFORMADO, Marizete Batista Martins,NÃO INFORMADO,"Segunda à sexta-feira, das 8h às 12h e das 14h às 18h.",ALTERADO - DADOS,AGOSTO,2014-07-30T00:00:00Z,NÃO INFORMADO,2010.0,"Acolhimento, orientação jurídica, acompanhamento psicossocial e encaminhamentos para a rede de apoio.",SIM,NÃO,NÃO, SEM ESPECIFICAÇÃO,SIM,SIM,"A SENHORA MARIA DE FÁTIMA INFORMOU QUE O NÚCLEO FUNCIONA NO MESMO PRÉDIO QUE A DELEGACIA, POIS ELES JUNTAMENTE COM A DELEGADA EM REUNIÃO RESOLVERAM FICAR NO MESMO PRÉDIO DA DELEGACIA, POIS VIAM QUE QUANDO AS VÍTIMAS ERAM ENCAMINHADAS PARA O NÚCLEO NO JUIZADO ESTANDO EM OUTRO LOCAL AS VÍTIMAS NÃO IAM PARA OBTER O ATENDIMENTO DO NÚCLEO. POR ISSO ACHARAM MAIS VIÁVEL TEREM O NÚCLEO ATENDENDO PERTO DA DELEGACIA PARA QUE ESSAS MULHERES TIVESSEM MAIS COMODIDADE. MAS A SENHORA MARIA DE FÁTIMA INFORMOU QUE AS AUDIÊNCIAS CONTINUAM SENDO NO JUIZADO.",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO," MARIA DE FÁTIMA MARQUES/ GERENTE EXECUTIVA DE ATENDIMENTO
",GERSILENE,2014-08-07T00:00:00Z,
59.0,S,PR,4106902.0,CURITIBA,Ministérios Públicos Estaduais e do Distrito Federal e Territórios,Promotorias Especializadas/Núcleos de Gênero do MP,Núcleo de Gênero e Enfrentamento à Violência Doméstica e Familiar contra a Mulher - Curitiba,"(41)3250-4905 
(41)3250-4925  
(41)3250-4903 ",constucional@mppr.mp.br,"Rua Marechal Deodoro, nº 1028 - 9º andar",Centro,80060-010,Mariana Seifert Bazzo,(41)3250-4905,"De segunda a sexta-feira, das 9h às 18h",ALTERADO - TIPO,AGOSTO,2014-07-24T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Assessoria jurídica na área criminal (Lei Maria da Penha, crimes e infrações penais), civil (medidas protetivas) e apura denúncias contra agressores, serviços e descumprimento das medidas protetivas. ",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Mariana Seifert Bazzo - Promotora de Justiça,PATRICIA DIAS,2014-08-07T00:00:00Z,
60.0,S,PR,4106902.0,CURITIBA,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Promotoria de Enfrentamento à Violência Doméstica e Familiar - Curitiba,(41)3362-4368,NÃO INFORMADO,"Avenida João Gualberto, nº 1073",Alto da Gloria,80030-001,Ricardo Kochinski Marcondes,(41)3362-4368,"De segunda a sexta-feira, das 13h às 17h30min",INSERIDO,AGOSTO,2014-07-29T00:00:00Z,NÃO INFORMADO,2007.0,"Assessoria jurídica na área criminal (Lei Maria da Penha, crimes e infrações penais), civil (medidas protetivas) e apura denúncias contra agressores e descumprimento das medidas protetivas. ",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO,SIM,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Gisele Carmelinna - Assessora Jurídica,PATRICIA DIAS,2014-08-07T00:00:00Z,
61.0,NE,PE,2606200.0,GOIANA,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Apoio à Mulher (NAM) - Goiana  ,"(81)9437-0000 
(81)9186-8396",maia.claro@gmail.com,"Rua Cleto Campelo, nº 51",Centro,55900-000,Simone Maia de Araújo.,NÃO INFORMADO,"de segunda a sexta-feira, das 7h às 17h. ",CONFERIDO,AGOSTO,2014-08-04T00:00:00Z,2012-02-01T00:00:00Z,2012.0,"Assessoria jurídica na área criminal (Lei Maria da Penha, Crimes e infrações penais).  Encaminha mulheres para outros serviços: casa abrigo, CEAM, etc",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"André Oliveira da Costa. 
Assessor da Coordenadora
",Maria Mônica,2014-08-07T00:00:00Z,
62.0,NE,PE,2611606.0,RECIFE,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,Núcleo de Apoio à Mulher (NAM) Promotora de Justiça Maria Aparecida da Silva Clemente - Ministério Público – Recife,       (81)3182-7401           FAX:(81)3182-7401          ,nucleodamulher@mppe.mp.br ,"Avenida Visconde de Suassuna, nº 99        
Edifício Paulo Cavalcante",Boa Vista,50050-540,João Maria Rodrigues Filho,(81)9677-0085,"de segunda a sexta-feira, das 12h às 18h.",CONFERIDO,AGOSTO,2014-08-04T00:00:00Z,2010-03-11T00:00:00Z,2010.0,"Efetuam trabalho interno e externo: trabalho de políticas públicas, divulgação da Lei Maria da Penha, distribuição de  material informativo e orientação através de palestras de prevenção a violência doméstica.   ",NÃO,NÃO,SIM,"Não presta atendimento diretamente ao público, é somente palestras, seminários e divulgação da lei Maria da penha, e encaminhamento para a rede de apoio sempre que necessário.",NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Monica Maria Coelho Gonçalves de Alcântara Rosendo.
Técnica Ministerial
",Maria Mônica,2014-08-07T00:00:00Z,
63.0,NE,PE,2611606.0,RECIFE,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Defensoria Pública Especializada na Defesa da Mulher em Situação de Violência (DEPEDIM) – Recife ,(81) 3231-1493,NÃO INFORMADO,"Rua Dom Manuel Pereira, nº 170",Santo Amaro,5.005014E7,Maria Helena Galvão,NÃO INFORMADO,"Segunda a sexta-feira, das 07h às 19h.",NÃO ATUALIZADO ,AGOSTO,2014-08-05T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,AGUARDANDO E-MAIL,NÃO INFORMADO,SIM,AGUARDANDO E-MAIL,NÃO INFORMADO,NÃO INFORMADO,SIM,AGUARDANDO E-MAIL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,AGUARDANDO E-MAIL,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,"No dia 05/08/14 foi encaminhado um email para a srª Ana Castro ou srª Daniela Gonçalves, as duas são chefes de secretaria da Defensoria e trabalham em turnos diferentes.",Maria Mônica,2014-08-07T00:00:00Z,
64.0,NE,PE,2611606.0,RECIFE,Promotorias Especializadas/Núcleos de Gênero do MP,Promotorias Especializadas/Núcleos de Gênero do MP,44ª Promotoria de Justiça Criminal da Capital - Recife,8.133032826E9,NÃO INFORMADO,"Rua Dom Manoel Pereira, nº 170",Santo Amaro,5.005014E7,João Maria Rodrigues Filho,NÃO INFORMADO,"Segunda a sexta-feira, das 07h às 13h.",NÃO ATUALIZADO ,AGOSTO,2014-08-01T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,SIM,AGUARDANDO E-MAIL,NÃO INFORMADO,SIM,AGUARDANDO E-MAIL,NÃO INFORMADO,NÃO INFORMADO,SIM,AGUARDANDO E-MAIL,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,AGUARDANDO E-MAIL,LEVANTAMENTO REALIZADO COM SUCESSO,No dia 01/08/14 foi encaminhado email para a srª Socorro Dornelas –secretária do promotor.,Maria Mônica,2014-08-07T00:00:00Z,
65.0,NE,PI,2203909.0,FLORIANO,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo da Defesa da Mulher Vítima de Violência Doméstica e Familiar - Floriano ,(89)3521-1739           (89)3521-4686 ,loianealvesmartins@hotmail.com ,"Rua Raimundo Castro, nº 692",Centro ,64800-000,Marcos Martins de Oliveira ,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 13h",ALTERADO - DADOS,AGOSTO,2014-08-07T00:00:00Z,NÃO INFORMADO,2004.0,"Assessoria jurídica na área criminal (Lei Maria da Penha, Crimes e infrações penais), na área civil: divisão de bens, medidas protetivas, etc., na área de família: guarda de filhos, pensão alimentícia, etc. Encaminha mulheres para outros serviços:CEAM, etc. As mulheres que necessitam de apoio psicológico são encaminhadas para a equipe do NASF.
",SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Flávia Pereira de Castro Lustosa.
Assistente Social.
",Maria Mônica,2014-08-07T00:00:00Z,
66.0,NE,PI,2202208.0,CAMPO MAIOR,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleos/Defensórias Especializados de Atendimento à Mulher,Núcleo de Atendimento à Mulher - Campo Maior,(86)3252-5512   ,NÃO INFORMADO,"Avenida Dirceu Arco Verde, nº 888",Zend,64280-000 ,Priscila Guimarães,NÃO INFORMADO,"de segunda a sexta-feira, das 7h30min às 13h30min",ALTERADO - DADOS,AGOSTO,2014-08-06T00:00:00Z,NÃO INFORMADO,2011.0,"Assessoria jurídica na área criminal(LeiMaria da Penha, Crimes e infraçõespenais), na área civil: divisão de bens,medidas protetivas, etc, na área defamília: guarda de filhos, pensão alimentícia, etc. Encaminha mulheres para outros serviços: casa abrigo, CEAM, etc.As mulheres que desejam orientação psicológica são encaminhadas para a Rede de Atendimento do Município.
",SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Ronicleide de Oliveira Sousa.      
Assistente Social.
",Maria Mônica,2014-08-07T00:00:00Z,
