Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78
44.0,SE,MG,3106200.0,BELO HORIZONTE,Varas Adaptadas de Violência Doméstica e Familiar,Juizados de Violência Doméstica e Familiar contra à Mulher,13ª Vara Criminal Especializada nos Crimes de Violência Doméstica e Familiar Contra a Mulher - Belo Horizonte , Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(31)3207-8118 (31)3207-8111 Fax: (31)3207-8183,bhe13crime@tjmg.jus.br ,"Avenida Olegário Maciel, nº 600, 2º andar ",Centro,30180-110,Relbert Schneider Verly ,NÃO INFORMADO,ALTERADO - TIPO,AGOSTO,2014-07-17T00:00:00Z,NÃO INFORMADO,2009.0,"de segunda a sexta-feira, das 12h às 18h.",SIM,NÃO SE APLICA,SIM,"A equipe multidisciplinar não é exclusiva da 13ª vara, atende todas as varas de violência doméstica do local, não soube informar se a equipe multidisciplinar é composta por servidores próprios ou terceirizados.",SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Clarisse Alamy Botelho - Escrivã Judicial,Jéssica de Oliveira ,2014-07-15T00:00:00Z,,,,,,,,,,,,,,,,,,,
45.0,SE,MG,3106200.0,BELO HORIZONTE,Varas Adaptadas de Violência Doméstica e Familiar,Juizados de Violência Doméstica e Familiar contra à Mulher,14ª Vara Criminal Especializada nos Crimes de Violência Doméstica e Familiar Contra a Mulher - Belo Horizonte , Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(31)3207-8100 Fax: (31)3207-8182,bhe14crime@tjmg.jus.br ,"Avenida Olegário Maciel, nº 600 - 3º Andar",Centro,30180-110 ,Nilceu Buarque de Lima,NÃO INFORMADO,ALTERADO - TIPO,AGOSTO,2014-07-17T00:00:00Z,NÃO INFORMADO,2009.0,"de segunda a sexta-feira, das 12h às 18h. ",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Rubens Seijor- Assesor do Juiz,Jéssica de Oliveira ,2014-07-15T00:00:00Z,,,,,,,,,,,,,,,,,,,
46.0,SE,MG,3106200.0,BELO HORIZONTE,Varas Adaptadas de Violência Doméstica e Familiar,Juizados de Violência Doméstica e Familiar contra à Mulher,15ª Vara Criminal Especializada nos Crimes de Violência Doméstica e Familiar Contra a Mulher - Belo Horizonte, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(31)3207-8192 (31)3207-8193  Fax: (31)3207-8191,bhe15crime@tjmg.jus.br,"Avenida Olegário Maciel, nº 600,1º andar ",Centro,30180-110,Rinaldo Kennedy Silva ,(31) 3207-8165,ALTERADO - TIPO,AGOSTO,2014-07-17T00:00:00Z,2012-06-22T00:00:00Z,2012.0,"de segunda a sexta-feira, das 12h às 18h.",NÃO,NÃO SE APLICA,NÃO,"SEM ESPECIFICAÇÃO
",SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,Os demais crimes so se tiver relação com a violência doméstica e familiar.,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,SIM,NÃO INFORMADO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Sabrina Correia Andrade - Assessora do Juiz,Jéssica de Oliveira ,2014-07-15T00:00:00Z,,,,,,,,,,,,,,,,,,,
47.0,N,PA,1501402.0,BELÉM,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,1ª Vara do Juizado de Violência Doméstica e Familiar Contra a Mulher - Belém,Juizado ou Vara Especializado (a) de Violência Doméstica contra a Mulher,      (91)3205-2126         Fax:(91)3205-2126,1mulherbelem@tjpa.jus.br,"Rua Tomázia Perdigão, nº 310         Referência: Fórum Criminal",Cidade Velha,66015-260,Sara Augusta,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-10T00:00:00Z,2007-01-07T00:00:00Z,2007.0,"de segunda a sexta-feira, das 8h às 14h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,SIM,Os encaminhamentos são feitos pela delegacia ou pela equipe multidisciplinar.,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,"Há o serviço de responsabilização na Defensoria Pública, do qual os agressores são informados.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Luciany Cassiano/Diretora de secretaria,STELLA,2014-07-18T00:00:00Z,,,,,,,,,,,,,,,,,,,
48.0,N,PA,1501402.0,BELÉM,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,2ª Vara do Juizado de Violência Doméstica e Familiar Contra a Mulher - Belém,Juizado ou Vara Especializado (a) de Violência Doméstica contra a Mulher,       (91)3205-2142           Fax: (91)3205-2129,2mulherbelem@tjpa.jus.br ,"Rua Tomázia Perdigão, nº 240 – Complemento: Fórum Criminal Anexo III",Cidade Velha,66015-260,Patrícia de Oliveira Sá Moreira,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-10T00:00:00Z,2007-01-01T00:00:00Z,2007.0,"De segunda a sexta-feira, das 8h às 14h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,Ações penais relacionado à violência doméstica.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,NÃO,SIM,SIM,"O elevador principal está desativado. Se necessário, utilizam o da carceragem, o que não é um processo rápido e prático. É possível fazer uma organização no local para que a ofendida não fique junto ao agressor, não há sala específica.",SIM,SIM,SIM,Os encaminhamentos são feitos pela delegacia ou pela equipe multidisciplinar.,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,"Há o serviço de responsabilização na Defensoria Pública, do qual os agressores são informados.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Luise de Lima Ferreira Andrade/Diretora de secretaria,STELLA,2014-07-18T00:00:00Z,,,,,,,,,,,,,,,,,,,
49.0,N,PA,1501402.0,BELÉM,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,3ª Vara do Juizado de Violência Doméstica e Familiar contra a Mulher - Belém,Juizado ou Vara Especializado (a) de Violência Doméstica contra a Mulher,(91)3205-2196  ,3mulherbelem@tjpa.jus.br ,"Rua Tomázia Perdigão, nº 310 – Complemento: 1º Andar do Prédio Principal",Cidade Velha,66015-260,Otávio dos Santos Albuquerque,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-10T00:00:00Z,2011-02-24T00:00:00Z,2011.0,"De segunda a sexta-feira, das 8h às 14h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,Os encaminhamentos são feitos pela delegacia ou pela equipe multidisciplinar. Lidam apenas com a parte processual.,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,"Há o serviço de responsabilização na Defensoria Pública, do qual os agressores são informados.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Felipe Abreu/Analista judiciário,STELLA,2014-07-18T00:00:00Z,,,,,,,,,,,,,,,,,,,
50.0,N,PA,1500602.0,ALTAMIRA,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara de Juizado de Violência Doméstica e Familiar contra a Mulher - Altamira,Juizado ou Vara Especializado (a) de Violência Doméstica contra a Mulher,"(93)3515-3712 (93)3502-9100         
Fax:(93)3515-4009",mulheraltamira@tjpa.jus.br ,"Avenida Brigadeiro Eduardo Gomes, nº 1651 
Referência: Fórum Desembargador José Amazonas Pantoja",São Sebastião,68372-020,Luiz Trindade Júnior,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-24T00:00:00Z,2010-03-19T00:00:00Z,2010.0,"Segunda a sexta-feira, das 8h às 14h.",NÃO,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,"No âmbito de crimes contra Criança e Adolescente; No âmbito de crimes de violência sexual contra a mulher; Não é um serviço especializado, apenas o nome. Recebem processos de execuções penais, crimes contra a vida e tribunal do júri.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,NÃO,NÃO,NÃO,SIM,"Os processos são tratados da mesma forma, pois todos são prioridade. Exemplo: violência doméstica, réu preso, execução penal, crianças e adolescentes.",NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,"Não há estrutura para os serviços, nem rede articulada.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Elisane Moura/Diretora de secretaria,STELLA,2014-07-25T00:00:00Z,,,,,,,,,,,,,,,,,,,
51.0,N,PA,1506807.0,SANTARÉM,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara do Juizado de Violência Doméstica e Familiar contra a Mulher - Santarém,Juizado ou Vara Especializado (a) de Violência Doméstica contra a Mulher,(93)3064-9200 (93)3064-9246   Fax:(93)3064-9252   ,mulhersantarem@tjpa.jus.br ,"Avenida Mendonça Furtado, s/nº",Liberdade,68040-600,Rafael Ghers,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-14T00:00:00Z,2008-12-08T00:00:00Z,2008.0,"De segunda a sexta-feira, das 8h às 14h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,SIM,No item 5.7 os encaminhamentos são para a Prefeitura.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Luiz Eduardo R. Ribeiro/Analista Judiciário,STELLA,2014-07-18T00:00:00Z,,,,,,,,,,,,,,,,,,,
52.0,N,PA,1504208.0,MARABÁ,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Vara de Violência Doméstica e Familiar contra a Mulher - Marabá  ,Juizado ou Vara Especializado (a) de Violência Doméstica contra a Mulher,"      (94)3312-2016     
Fax:(94)3312-2000",mulhermaraba@tjpa.jus.br ,"Rodovia Transamazônica, s/nº",Amapá,68508-970,Murilo Lemos Simão,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-15T00:00:00Z,2009-08-27T00:00:00Z,2009.0,"Segunda a sexta-feira, das 8h às 14h.",SIM,PRÓPRIOS,SIM,"A equipe não é exclusiva da Vara de Violência Doméstica, atende todo fórum.",NÃO,SIM,Também há Tribunal do Júri.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Jaira Silva Sousa/Assessora jurídica,STELLA,2014-07-18T00:00:00Z,,,,,,,,,,,,,,,,,,,
53.0,N,PA,1500800.0,ANANINDEUA,Varas Adaptadas de Violência Doméstica e Familiar,Varas Adaptadas de Violência Doméstica e Familiar,11ª Vara Penal - Ananindeua  ,Juizado ou Vara Adaptado (a) de Violência Doméstica contra a Mulher,(91)3201-4933   (91)3201-4906,11crimeananindeua@tjpa.jus.br,"Avenida Cláudio Sanders, nº 193",Centro,67030-970,Reijane Ferreira de Oliveira,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-14T00:00:00Z,NÃO INFORMADO,NÃO INFORMADO,"Segunda a sexta-feira, das 8h às 14h.",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,"Nem sempre há prioridade nos processos da lei 11.340/06, pois acumulam crimes contra crianças e estupro de vulnerável que, por exemplo, é algo prioritário.",NÃO,SIM,SIM,Os encaminhamentos são feitos pela delegacia.,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Edinaldo Antunes Vieira/Diretor de secretaria,STELLA,2014-07-18T00:00:00Z,,,,,,,,,,,,,,,,,,,
54.0,NE,PB,2504009.0,CAMPINA GRANDE,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar Contra a Mulher - Campina Grande, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(83)3322-6032,juizadomulher.cg@tjpb.jus.br,"Rua Carlos Chagas, nº 47",São José,58400-398,Renata Barros de Assunção Paiva.,(83)3322-6032,CONFERIDO,JULHO,2014-07-18T00:00:00Z,2011-10-03T00:00:00Z,2011.0,"de segunda a quinta-feira, das 12h às 19h. Nas sextas-feiras, das 7h às 14h.",SIM,PRÓPRIOS,SIM,"A equipe é composta por , 2 assistentes sociais e 1 psicólogo",SIM,NÃO, SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO ,FREQUENTEMENTE,SEM ESPECIFICAÇÃO ,NÃO,NÃO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,RAÍSSA ANDRADE SILVA/ ASSESSORA DO GABINETE.,GERSILENE,2014-07-19T00:00:00Z,,,,,,,,,,,,,,,,,,,
55.0,NE,PB,2507507.0,JOÃO PESSOA,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar Contra a Mulher - João Pessoa, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(83)3222-7862,rita.pb@terra.com.br,"Rua Visconde de Pelotas, s/nº",Centro,58013-000,Rita de Cássia Martins Andrade. ,(83)3222-7862,ALTERADO - DADOS,JULHO,2014-07-18T00:00:00Z,2012-01-30T00:00:00Z,2012.0,"de segunda a quinta-feira, das 12h às 19h. Nas sextas-feiras das 7h às 14h. ",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO ,SIM,NÃO,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO ,FREQUENTEMENTE,SEM ESPECIFICAÇÃO ,NÃO,SIM,SEM ESPECIFICAÇÃO ,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA ,NÃO INFORMADO,SEM ESPECIFICAÇÃO ,LEVANTAMENTO REALIZADO COM SUCESSO,FRANCISCA NAYANA DANTAS DUARTE/ ASSESSORA JURÍDICA.,GERSILENE,2014-07-19T00:00:00Z,,,,,,,,,,,,,,,,,,,
56.0,S,PR,4104808.0,CASCAVEL,Varas Adaptadas de Violência Doméstica e Familiar,Varas Adaptadas de Violência Doméstica e Familiar,"Juizado de Violência Doméstica e Familiar Conta a Mulher, Vara de Crimes Contra Crianças, Adolescentes e Idosos e de Execução de Penas e Medidas 
Alternativas - Cascavel",Vara Adaptada de Violência Doméstica e Familiar contra a Mulher,(45)3321-1210;      (45)3321-1200,vzm@tjpr.jus.br,"Avenida Tancredo Neves, n° 2320",Alto Alegre,8.5805E7,Carlos Eduardo Maciel Stella Alves,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-08T00:00:00Z,2012-08-09T00:00:00Z,2012.0,"segunda a sexta-feira, das 12h às 18h",SIM,TERCEIRIZADOS,SIM,"Os servidores da equipe são cedidos pela prefeitura, mas atendem no fórum.",NÃO,SIM,"No âmbito de crimes contra Criança e Adolescente; No âmbito de crimes de violência sexual contra a mulher; Idosos, execuções penais (aberto e livramento) e alternativas.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,SIM,SIM,SIM,"Todos os processos são tratados com prioridade, exceto as execuções penais.",NÃO,NÃO,SIM,Todos os procedimentos de encaminhamento da cidadã são feitos pela delegacia.,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Vanessa S. Z. Miyazaki Inês/Chefe de Secretária,STELLA,2014-07-11T00:00:00Z,,,,,,,,,,,,,,,,,,,
57.0,S,PR,4106902.0,CURITIBA,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizado de Violência Doméstica e Familiar Contra a Mulher - Curitiba, Juizado ou Vara Especializado(a) de Violência Doméstica contra a Mulher,(41)3017-2607,eupo@tjpr.jus.br; casl@tjpr.jus.br,"Avenida João Gualberto, nº 1073",Alto da Glória,8.0030001E7,Luciane Bortoleto,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-09T00:00:00Z,NÃO INFORMADO,2007.0,"segunda a sexta-feira, das 12h às 18h",SIM,PRÓPRIOS,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,RARAMENTE,"Por causa da grande demanda, os oficiais de justiça não conseguem cumprir o prazo (despacho).",SIM,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Eulália Polesque/Técnica de secretaria,STELLA,2014-07-11T00:00:00Z,,,,,,,,,,,,,,,,,,,
58.0,S,PR,4113700.0,LONDRINA,Varas Adaptadas de Violência Doméstica e Familiar,Varas Adaptadas de Violência Doméstica e Familiar,"Juizado de Violência Doméstica e Familiar Contra a Mulher e Vara de Crimes Contra Crianças, Adolescentes e Idosos - Londrina",Vara Adaptada de Violência Doméstica e Familiar contra a Mulher,(43)3372-3065; (43)3372-3183 fax (43)3372-3066,pcns@tjpr.jus.br,"Avenida Duque de Caxias, nº 689 - Complemento: 3º Andar do Prédio Anexo",Centro Cívico,8.6015902E7,Zilda Romero,NÃO INFORMADO,CONFERIDO,JULHO,2014-07-08T00:00:00Z,2010-10-05T00:00:00Z,2010.0,"segunda a sexta-feira, das 12h às 18h",SIM,PRÓPRIOS,SIM,Equipe composta por 1 assistente social e 1 psicóloga.,NÃO,SIM,No âmbito de crimes contra Criança e Adolescente; No âmbito de crimes de violência sexual contra a mulher; Também crimes contra idosos.,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SIM,SIM,NÃO,SIM,"Todos os processos são tratados da mesma forma. O agressor e a ofendida ficam separados, quando há pedido dela.",NÃO,NÃO,SIM,Todos os procedimentos de encaminhamento da cidadã são feitos pela delegacia.,SEMPRE,SEM ESPECIFICAÇÃO,NÃO,NÃO,"Ofertavam o serviço, mas foi suspenso quando a verba também foi.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Alex Sandro Rodrigues Urador/Supervisor de Secretaria,STELLA,2014-07-11T00:00:00Z,,,,,,,,,,,,,,,,,,,
59.0,S,PR,4115200.0,MARINGÁ,Varas Adaptadas de Violência Doméstica e Familiar,Varas Adaptadas de Violência Doméstica e Familiar,5ª Vara Criminal -  Juizado da Violência Doméstica e Familiar contra a Mulher - Maringá,Vara Adaptada de Violência Doméstica e Familiar contra a Mulher,(44)3266-7123,NÃO INFORMADO,"Avenida cerro Azul nº 245, térreo",Zona 02,8.701E7,Mônica Fleith,NÃO INFORMADO,NÃO ATUALIZADO ,JULHO,NÃO ATUALIZADO,2013-02-04T00:00:00Z,2013.0,"segunda a sexta-feira, das 12h às 18h",NÃO,NÃO SE APLICA,SIM,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO,NÃO,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO,NÃO,NÃO,NÃO,SIM,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO,NÃO,SIM,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO INFORMADO,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO,NÃO,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,NÃO CONSEGUIU ENTRAR EM CONTATO COM A PESSOA SOLICITADA,"Contatos desde o dia 07 de julho. O atendimento do número 4432667123 te dá opções de teclar um número ou aguardar para ser atendido, de nenhuma forma a ligação é direcionada para algum setor. No número geral do fórum (4432271055), a senhora Nelma informou que esse é o único número do serviço. Não é possível transferir, pois é outro prédio e PABX.",STELLA,2014-07-11T00:00:00Z,,,,,,,,,,,,,,,,,,,
60.0,S,PR,4119905.0,PONTA GROSSA,Juizados de Violência Doméstica e Familiar contra à Mulher,Juizados de Violência Doméstica e Familiar contra à Mulher,"Juizado de Violência Doméstica e Familiar Contra a Mulher, Vara de Crimes Contra Crianças, Adolescentes e Idosos e de Execução de Penas e Medidas Alternativas - Ponta Grossa",Vara Adaptada de Violência Doméstica e Familiar contra a Mulher,(42)3220-4921 (27)322-04920 Fax: (42)3220-4954,jmli@tjpr.jus.br,"Rua Leopoldo Guimarães da Cunha, nº 590",Oficinas,8.40359E7,Alessandra Pimentel Munhoz do Amaral,NÃO INFORMADO,ALTERADO - DADOS,JULHO,2014-07-09T00:00:00Z,2012-11-27T00:00:00Z,2012.0,"segunda a sexta-feira, 12h às 18h",NÃO,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,"No âmbito de crimes contra Criança e Adolescente; No âmbito de crimes de violência sexual contra a mulher; Estatuto de crianças e adolescentes (ECA), idosos e execuções penais.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,SIM,NÃO,SIM,NÃO,SIM,"O espaço é pequeno e precário, pois somam muitas competências. Ocorre a separação do agressor e vítima quando há solicitação dela.",NÃO,NÃO,SIM,"Em alguns casos quando é necessário algum tipo de atendimento psicossocial, a equipe da infância dá apoio.",FREQUENTEMENTE,Os oficias de justiça levam cerca de 3 dias para fazer o despacho.,NÃO,SIM,"Os condenados são encaminhados para a Universidade Estadual, onde um grupo de estudos faz o trabalho da responsabilização.",NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,LEVANTAMENTO REALIZADO COM SUCESSO,Luis Fernando Buzato/Técnico judiciário,STELLA,2014-07-11T00:00:00Z,,,,,,,,,,,,,,,,,,,
