Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79,Column 80,Column 81,Column 82,Column 83,Column 84,Column 85,Column 86,Column 87,Column 88,Column 89,Column 90,Column 91,Column 92
389.0,SE,SP,3531308.0,MONTE ALTO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Monte Alto,"(16)3242-4813 
(16) 3243-2954  
Fax: (16)3242-4813",montealto.ddm@policiaciv-sp.gov.br ,"Rua Gustavo Godoy, nº 426",Centro,15910-000,Regina Helena de Souza Marques,NÃO INFORMADO,"De segunda a sexta-feira, das 8h30min às 18h",ALTERADO - DADOS,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,1992.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Qualquer tipo de crime praticado contra a mulher. Atendem tambem crianças e adolescentes ambos os sexos.,SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Maria Miranda Varrilari - Escriturária,CAMILLA PAOLONE,2014-08-19T00:00:00Z,,,,,,,,
390.0,SE,SP,3531407.0,MONTE APRAZÍVEL,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Monte Aprazível  ,"(17)3275-2464 
17)3275-1729 
Fax: (17)3275-1751",maaprazivelddm@policia-civ.sp.gov.br,"Rua Dom Pedro I, nº 475",Centro,15150-000,Luciana de Almeida Carmo Mancini,NÃO INFORMADO,"De segunda a sexta-feira, das 9h às 18h30min.",ALTERADO - DADOS,AGOSTO,2014-08-13T00:00:00Z,2012-06-27T00:00:00Z,2012.0,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Crimes contra a vida em que sejam vítimas mulheres e adolescentes.,SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Luciana de Almeida Carmo Mancini - Delegada,CAMILLA PAOLONE,2014-08-19T00:00:00Z,,,,,,,,
391.0,SE,SP,3533908.0,OLÍMPIA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Olímpia  ,"(17)3281-6344 
Fax: (17)3281-6344 ",olimpia.ddm@policia-civ.sp.gov.br ,"Rua David de Oliveira, nº 353",Centro,15400-000,Doutora Maria Teresa Ferreira Mendranel,NÃO INFORMADO," De segunda a sexta-feira, das 8h às 18h.",ALTERADO - DADOS,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,1992.0,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Qualquer tipo de crime cometido contra a mulher. Atendem também idosos e menores de ambos os sexos.,SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Cleide Maria Gonçalves da Silva - Escriturária,CAMILLA PAOLONE,2014-08-19T00:00:00Z,,,,,,,,
392.0,SE,SP,3534401.0,OSASCO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Osasco  ,(11)3682-4485 (11)3699-5772 Fax: (11)3682-4485,silvia.raposo@policiacivil.sp.gov.br ,"Rua Eloy Candido Lopes, nº 302",Jardim Agu,06010-130,Silvia Maria Raposo Wichmann,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h",ALTERADO - DADOS,AGOSTO,2014-08-12T00:00:00Z,NÃO INFORMADO,1984.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher, atos infracionais praticados por adolescentes nos casos de violência doméstica e familiar.",SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SIM,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Lucinéia Rodrigues Chaves - Escrivã de Polícia,CAMILLA PAOLONE,2014-08-19T00:00:00Z,,,,,,,,
393.0,SE,SP,3534609.0,OSVALDO CRUZ,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Osvaldo Cruz,(18)3528-3641 Fax: (18)3528-3641,osvaldo.ddm@policia-civ.sp.gov.br ,"Avenida Brasil, nº 88",Centro,17700-000,Laiza Fernanda Rigatto Andrade,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h",ALTERADO - DADOS,AGOSTO,2014-08-12T00:00:00Z,1994-03-07T00:00:00Z,1994.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher, atos infracionais praticados por adolescentes nos casos de violência doméstica e familiar.",SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO INFORMADO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Simone Cristina Costa Manfio - Agente de Telecomunicações,CAMILLA PAOLONE,2014-08-19T00:00:00Z,,,,,,,,
394.0,SE,SP,3535507.0,PARAGUAÇU PAULISTA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Paraguaçu Paulista,(18)3361-7254 Fax: (18)3361-7254,ddm.paraguacupta@policiacivil.sp.gov.br,"Rua Caramuru, nº 329",Centro,19700-000,Masteus Orlandi Buchaim,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h",ALTERADO - DADOS,AGOSTO,2014-08-12T00:00:00Z,1992-03-12T00:00:00Z,1992.0,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher, atos infracionais praticados por adolescentes nos casos de violência doméstica e familiar.",SIM,SIM,SIM,SIM,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Sônia Maria Nunes Jacomine de Oliveira - Escrivã,CAMILLA PAOLONE,2014-08-19T00:00:00Z,,,,,,,,
395.0,SE,SP,3534708.0,OURINHOS,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Ourinhos,(14)3322-5343 (14)3322-3212 Fax: (14)3322-3212,ddm.ourinhos@policiacivil.sp.gov.br,"Rua Aristides Lau Sampaio, nº 159",Jardim Paulista,19907-090,Doutora Ana Rute de Castro Bertolaso,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h.",ALTERADO - DADOS,AGOSTO,2014-08-12T00:00:00Z,NÃO INFORMADO,1989.0,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher, atos infracionais praticados por adolescentes nos casos de violência doméstica e familiar.",SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,NÃO,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Maria Ester Monteiro - Escrivã de Polícia,CAMILLA PAOLONE,2014-08-19T00:00:00Z,,,,,,,,
396.0,SE,SP,3537305.0,PENÁPOLIS,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Penápolis,(18)3652-1951 Fax: (18)3652-1951 ,NÃO INFORMADO,"Rua Altino Vaz de Melo, nº 122",Centro,16300-000,Maria Salete Cavestré Tondatto,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h",ALTERADO - DADOS,AGOSTO,2014-08-12T00:00:00Z,1905-06-12T00:00:00Z,1990.0,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher, atos infracionais praticados por adolescentes nos casos de violência doméstica e familiar.",SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Maria Salete Cavestre Tondatto - Delegada,CAMILLA PAOLONE,2014-08-19T00:00:00Z,,,,,,,,
397.0,SE,SP,3537404.0,PEREIRA BARRETO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Pereira Barreto,"(18)3704-5288 
(18)3701-3773 
Fax: (18)3704-5288",ddm.pereirabarreto@ig.com.br ,"Rua Francisca Senhorinha Carneiro, nº 1456",Centro,15370-000,Paulo Sérgio Gomes Rabelo,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h",ALTERADO - DADOS,AGOSTO,2014-08-12T00:00:00Z,1991-03-13T00:00:00Z,1991.0,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer outro tipo de violência contra a mulher, atos infracionais praticados por adolescentes nos casos de violência doméstica e familiar.",SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,NÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Elizabete Aparecida Toledo - Escrivã chefe,CAMILLA PAOLONE,2014-08-19T00:00:00Z,,,,,,,,
398.0,SE,SP,3538006.0,PINDAMONHANGABA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Pindamonhangaba,(12)3645-3181 Fax: (12)3645-1641  ,maria.bassi@policiacivil.sp.gov.br ,"Avenida Doutor Gustavo de Godoy, nº 409",Centro,12400-040,Maria Elizabeth Bassi,NÃO INFORMADO,"de segunda a sexta-feira, das 9h às 19h. ",ALTERADO - DADOS,AGOSTO,2014-08-19T00:00:00Z,1993-10-21T00:00:00Z,1993.0,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,Crimes contra a vida em que sejam vítimas mulheres e adolescentes.,SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,SIM,"Necessita de uma reforma geral, o edifício é adaptado.",NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,SIM,NÃO,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Maria Elizabeth Bassi - Delegada,CAMILLA PAOLONE,2014-09-08T00:00:00Z,,,,,,,,
399.0,SE,SP,3541307.0,PRESIDENTE EPITÁCIO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Presidente Epitácio,(18)3251-1421 Fax: (18)3251-1421 ,NÃO INFORMADO,"Rua João Pepino, nº 269",Centro,19470-000,Darlene Rocha Costa,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h.",ALTERADO - DADOS,AGOSTO,2014-08-13T00:00:00Z,NÃO INFORMADO,2007.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,Crimes contra a vida em que sejam vítimas mulheres e adolescentes.,SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO ,SIM,SIM,NÃO,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,SIM,NÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO ,NÃO INFORMADO,NÃO INFORMADO,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,Camila de Oliveira Santana - Escrivã,CAMILLA PAOLONE,2014-08-19T00:00:00Z,,,,,,,,
400.0,SE,SP,3550308.0,SÃO PAULO,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,9ª Delegacia de Defesa da Mulher (DDM) Pirituba - Zona Oeste - São Paulo ,"(11)3974-8890 / 
(11)3972-7046 Fax:(11)39715460",spaulo.ddm09@policiacivil.sp.gov.br,"Avenida Menotti Laudisio, nº 286 , 2º Andar - ",Pirituba,02945-000, Everli de Abreu,NÃO INFORMADO,"De segunda a sexta-feira, das 9h às 19h",CONFERIDO,AGOSTO,2014-08-11T00:00:00Z,NÃO INFORMADO,1991.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer tipo de violência contra a mulher, e atos praticados por adolescentes no ambito familiar.",SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,NÃO,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,SIM,NÃO,NÃO,NÃO,NÃO,SIM,NÃO,SIM,A sala de detenção quando necessário é utilizada da 87ª DP que funciona no mesmo prédio.,sim,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,NÃO,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Afonso Viana - Escrivão Chefe
",Grazielle Reis,2014-08-19T00:00:00Z,,,,,,,,
401.0,SE,SP,3500105.0,ADAMANTINA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Adamantina,"        (18)3521-3444  
Fax: (18)3521-3444",adamantina.ddm@policia-civ.sp.gov.br,"Alameda Santa Cruz, nº 1171",Vila Joaquina,17800-000,Delegada Patrícia Tranche Vasques,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h",ALTERADO - DADOS,AGOSTO,2014-08-15T00:00:00Z,1993-10-14T00:00:00Z,1993.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer tipo de violência contra a mulher, e atos infracionais praticados por adolescentes.",SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,SIM,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,SIM,SIM,SIM,SIM,SIM,SIM,NÃO,SEM ESPECIFICAÇÃO,NÃO,NÃO,SIM,Não existe abrigo no município,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Vittor Guilherme Borges de Oliveira - Estagiário de Direito
",Grazielle Reis,2014-08-19T00:00:00Z,,,,,,,,
402.0,SE,SP,3502101.0,ANDRADINA,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,DEAM – DELEGACIAS ESPECIALIZADAS DE ATENDIMENTO À MULHER,Delegacia de Defesa da Mulher (DDM) - Andradina  ,"        (18)3722-1136
Fax: (18)3722-8696 ",ddm.andradina@policiacivil.com.br," Rua José Augusto de Carvalho, nº 1653",Centro,16901-015, Larissa Nakya Macchi,NÃO INFORMADO,"De segunda a sexta-feira, das 8h às 18h",ALTERADO - DADOS,AGOSTO,2014-08-14T00:00:00Z,NÃO INFORMADO,1990.0,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,"Qualquer tipo de violência contra a mulher, e atos infracionais praticados por adolescentes.",SIM,SIM,SIM,SIM,NÃO,NÃO,NÃO,SEM ESPECIFICAÇÃO,SIM,SIM,SIM,NÃO,SIM,NÃO INFORMADO,NÃO INFORMADO,SIM,SIM,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO,SIM,NÃO,SIM,SIM,NÃO,NÃO,SEM ESPECIFICAÇÃO,NÃO,SIM,NÃO,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SIM,SEM ESPECIFICAÇÃO,SEMPRE,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,SEM ESPECIFICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO,SEM ESPECIFICAÇÃO,LEVANTAMENTO REALIZADO COM SUCESSO,"Luciane Castro - Investigadora
",Grazielle Reis,2014-08-19T00:00:00Z,,,,,,,,
